show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,language,imdb_score,views_millions
s167,TV Show,Toy Boy (1),Director_24,"Actor_424, Actor_489",South Korea,2016-10-18,2016,TV-MA,5 Seasons,Documentary,Hindi,6.7,0.65
s168,TV Show,White Lines (1),Director_100,"Actor_46, Actor_134",United States,2019-07-15,2019,TV-14,5 Seasons,Documentary,Turkish,8.9,5.5
s169,TV Show,Cable Girls (1),Director_6,"Actor_124, Actor_234, Actor_318, Actor_405",France,2016-07-23,2016,TV-MA,5 Seasons,Crime,German,5.2,0.96
s170,Movie,Alta Mar (1),Director_105,"Actor_280, Actor_12",United States,2020-02-14,2020,PG-13,103 min,Animation,English,5.9,8.29
s171,TV Show,Valeria (1),Director_249,"Actor_102, Actor_399, Actor_240",Canada,2021-06-12,2021,PG-13,1 Season,Sci-Fi,English,6.9,12.04
s172,Movie,La Casa de las Flores (1),Director_52,"Actor_405, Actor_343, Actor_284",Spain,2016-02-27,2016,TV-MA,118 min,Fantasy,English,7.7,0.3
s173,TV Show,Suburra (1),Director_115,"Actor_93, Actor_110",Spain,2022-09-16,2022,R,4 Seasons,Thriller,English,6.0,0.77
s174,Movie,Baby (1),Director_160,"Actor_386, Actor_108",Japan,2021-05-12,2021,TV-MA,102 min,Reality,German,5.1,2.03
s175,TV Show,Zero (1),Director_270,"Actor_307, Actor_401, Actor_210, Actor_286",South Korea,2017-04-23,2017,TV-MA,4 Seasons,Documentary,English,7.1,0.76
s176,TV Show,Luna Nera (1),Director_188,"Actor_134, Actor_494, Actor_111, Actor_199, Actor_373",France,2021-12-01,2021,PG,2 Seasons,Animation,Korean,7.2,0.21
s177,Movie,Summertime (1),Director_284,"Actor_363, Actor_171, Actor_80, Actor_125, Actor_1",Australia,2019-11-26,2019,R,109 min,Crime,Spanish,6.9,9.11
s178,Movie,Club de Cuervos S2 (1),Director_211,"Actor_243, Actor_129, Actor_25, Actor_78",India,2020-12-21,2020,R,77 min,Thriller,French,7.1,7.78
s179,TV Show,The Protector (1),Director_54,"Actor_141, Actor_278",United States,2018-06-10,2018,PG-13,7 Seasons,Fantasy,English,7.0,0.85
s180,TV Show,Atiye (1),Director_4,"Actor_22, Actor_215, Actor_276, Actor_108",Japan,2022-09-22,2022,PG,4 Seasons,Crime,Korean,7.3,3.71
s181,TV Show,Fatma (1),Director_6,"Actor_273, Actor_440, Actor_209, Actor_425",Brazil,2022-01-11,2022,TV-14,2 Seasons,Reality,Italian,5.2,0.48
s182,TV Show,Ethos (1),Director_48,"Actor_318, Actor_383, Actor_459, Actor_207",Brazil,2020-05-13,2020,R,6 Seasons,Horror,Portuguese,6.0,0.05
s183,TV Show,Sisi (1),Director_106,"Actor_315, Actor_14, Actor_130, Actor_396",South Korea,2017-10-25,2017,PG-13,5 Seasons,Drama,Turkish,5.8,83.32
s184,TV Show,Barbarians S2 (1),Director_226,"Actor_154, Actor_21, Actor_260, Actor_152, Actor_149",United Kingdom,2019-05-01,2019,TV-MA,7 Seasons,Sci-Fi,English,6.0,0.89
s185,Movie,Quicksand (1),Director_282,"Actor_416, Actor_484",United States,2022-07-16,2022,R,99 min,Reality,English,9.4,0.79
s186,Movie,Lilyhammer (1),Director_11,"Actor_263, Actor_387, Actor_230, Actor_168",Turkey,2017-07-15,2017,TV-14,120 min,Thriller,Spanish,8.1,0.16
s187,Movie,Norsemen (1),Director_177,"Actor_431, Actor_269",Brazil,2017-12-01,2017,R,132 min,Comedy,Spanish,7.0,0.72
s188,Movie,Home for Christmas (1),Director_231,"Actor_278, Actor_59, Actor_19, Actor_440",United Kingdom,2021-11-07,2021,PG-13,106 min,Thriller,Korean,6.9,2.07
s189,Movie,Ragnarok (1),Director_94,"Actor_204, Actor_386, Actor_375, Actor_242, Actor_71",France,2018-06-19,2018,TV-MA,121 min,Documentary,English,6.0,0.54
s190,Movie,Beforeigners (1),Director_231,"Actor_306, Actor_58",United States,2021-01-08,2021,TV-MA,60 min,Comedy,Turkish,5.9,0.86
s191,TV Show,Stranger Things (2),Director_26,"Actor_252, Actor_301",Germany,2015-06-23,2015,PG-13,5 Seasons,Comedy,English,6.8,0.55
s192,TV Show,Ozark (2),Director_251,"Actor_147, Actor_67, Actor_261, Actor_134, Actor_308",France,2022-07-12,2022,R,1 Season,Comedy,French,6.6,1.14
s193,Movie,The Crown (2),Director_15,"Actor_228, Actor_152, Actor_432",United States,2022-06-08,2022,NR,113 min,Romance,English,9.5,9.88
s194,TV Show,Bridgerton (2),Director_18,"Actor_118, Actor_440",United States,2019-07-26,2019,TV-14,3 Seasons,Romance,Italian,7.7,5.06
s195,TV Show,Squid Game (2),Director_245,"Actor_72, Actor_37",Japan,2018-02-16,2018,TV-MA,2 Seasons,Sci-Fi,French,6.9,1.54
s196,TV Show,Money Heist (2),Director_178,"Actor_416, Actor_464, Actor_317",United States,2020-02-28,2020,TV-MA,3 Seasons,Reality,Norwegian,6.4,2.74
s197,TV Show,Dark (2),Director_80,"Actor_330, Actor_424, Actor_110",United States,2020-02-09,2020,TV-MA,1 Season,Reality,Italian,7.4,1.19
s198,TV Show,Lupin (2),Director_235,"Actor_170, Actor_241",United States,2020-04-16,2020,PG-13,1 Season,Sci-Fi,Norwegian,6.1,4.87
s199,Movie,Emily in Paris (2),Director_120,"Actor_181, Actor_26",Spain,2019-08-11,2019,TV-MA,117 min,Fantasy,Portuguese,7.6,2.17
s200,TV Show,Narcos (2),Director_271,"Actor_80, Actor_403, Actor_334, Actor_369",United States,2022-07-02,2022,TV-MA,7 Seasons,Sci-Fi,English,6.1,6.64
s201,TV Show,Mindhunter (2),Director_112,"Actor_10, Actor_117",South Korea,2016-02-01,2016,NR,6 Seasons,Reality,German,7.6,4.73
s202,TV Show,Witcher (2),Director_295,"Actor_276, Actor_295, Actor_221, Actor_324",United Kingdom,2020-09-26,2020,R,5 Seasons,Sci-Fi,English,7.7,5.34
s203,TV Show,Cobra Kai (2),Director_260,"Actor_144, Actor_73",Japan,2019-06-28,2019,NR,7 Seasons,Crime,Portuguese,6.7,4.57
s204,TV Show,Sex Education (2),Director_43,"Actor_17, Actor_75, Actor_495, Actor_257",United States,2020-12-09,2020,R,2 Seasons,Animation,Korean,5.6,6.88
s205,Movie,You (2),Director_10,"Actor_280, Actor_17, Actor_453, Actor_153",United Kingdom,2016-05-08,2016,TV-14,104 min,Reality,Japanese,4.6,17.88
s206,TV Show,Tiger King (2),Director_200,"Actor_102, Actor_440",United Kingdom,2018-11-02,2018,R,6 Seasons,Drama,English,6.5,0.27
s207,Movie,Making a Murderer (2),Director_63,"Actor_269, Actor_331",France,2019-06-20,2019,NR,151 min,Fantasy,Spanish,5.9,0.53
s208,TV Show,Conversations with a Killer (2),Director_167,"Actor_90, Actor_443",United States,2020-02-25,2020,PG,2 Seasons,Action,Norwegian,7.4,0.45
s209,Movie,Our Planet (2),Director_239,"Actor_100, Actor_264, Actor_124",United States,2023-06-14,2023,PG-13,104 min,Crime,Hindi,6.7,0.3
s210,Movie,Blue Planet II (2),Director_211,"Actor_383, Actor_361, Actor_57",United States,2021-10-02,2021,TV-MA,136 min,Reality,English,7.8,0.26
s211,Movie,Abstract (2),Director_21,"Actor_117, Actor_417, Actor_401, Actor_373, Actor_105",Canada,2020-08-16,2020,TV-14,80 min,Action,Japanese,7.5,8.33
s212,Movie,Chef's Table (2),Director_51,"Actor_346, Actor_115, Actor_410",Germany,2015-09-10,2015,NR,97 min,Drama,French,6.6,0.83
s213,TV Show,Formula 1: Drive to Survive (2),Director_167,"Actor_278, Actor_276, Actor_89, Actor_338",United States,2022-06-25,2022,TV-MA,7 Seasons,Horror,German,7.8,2.2
s214,TV Show,Last Chance U (2),Director_98,"Actor_346, Actor_392",Mexico,2018-04-18,2018,R,1 Season,Horror,Korean,6.9,5.56
s215,Movie,American Factory (2),Director_211,"Actor_407, Actor_160, Actor_466, Actor_146",United States,2023-11-06,2023,PG-13,101 min,Horror,Japanese,5.2,4.67
s216,TV Show,Icarus (2),Director_240,"Actor_347, Actor_383, Actor_375, Actor_119, Actor_147",Spain,2023-11-05,2023,TV-MA,4 Seasons,Thriller,German,8.1,4.36
s217,Movie,My Octopus Teacher (2),Director_178,"Actor_176, Actor_183",Spain,2021-05-15,2021,TV-MA,141 min,Thriller,English,6.4,6.25
s218,Movie,The Tinder Swindler (2),Director_108,"Actor_292, Actor_164, Actor_18",United States,2021-10-25,2021,TV-MA,120 min,Drama,English,7.7,1.47
s219,Movie,Bird Box (2),Director_10,"Actor_164, Actor_161",Spain,2023-08-25,2023,TV-MA,108 min,Reality,Japanese,6.7,0.04
s220,Movie,Extraction (2),Director_60,"Actor_480, Actor_218",Norway,2022-11-02,2022,TV-MA,115 min,Comedy,English,6.3,0.26
s221,TV Show,Red Notice (2),Director_127,"Actor_338, Actor_487, Actor_384",United States,2021-10-15,2021,PG-13,1 Season,Comedy,Italian,7.3,4.91
s222,TV Show,The Gray Man (2),Director_122,"Actor_456, Actor_237, Actor_96, Actor_186",Spain,2015-05-09,2015,PG-13,6 Seasons,Horror,Portuguese,6.4,0.17
s223,Movie,Don't Look Up (2),Director_58,"Actor_3, Actor_460, Actor_196, Actor_2, Actor_249",Italy,2018-11-08,2018,TV-14,131 min,Fantasy,German,6.7,3.25
s224,Movie,The Irishman (2),Director_203,"Actor_187, Actor_170, Actor_142",United Kingdom,2020-09-08,2020,R,119 min,Romance,French,6.6,1.08
s225,TV Show,Marriage Story (2),Director_276,"Actor_165, Actor_307, Actor_256, Actor_178, Actor_400",Spain,2022-10-15,2022,PG-13,5 Seasons,Animation,English,6.9,0.17
s226,TV Show,Roma (2),Director_43,"Actor_86, Actor_45, Actor_386, Actor_481",Germany,2018-05-08,2018,PG-13,2 Seasons,Thriller,Norwegian,6.3,0.05
s227,TV Show,Mank (2),Director_162,"Actor_59, Actor_166, Actor_430",Mexico,2019-02-27,2019,TV-MA,6 Seasons,Sci-Fi,Norwegian,7.6,0.82
s228,Movie,Power (2),Director_136,"Actor_126, Actor_358",France,2017-01-21,2017,TV-MA,109 min,Crime,English,7.6,1.44
s229,TV Show,Narcos: Mexico (2),Director_170,"Actor_5, Actor_467, Actor_109",Mexico,2020-02-20,2020,TV-MA,2 Seasons,Fantasy,French,7.9,6.31
s230,TV Show,Ozark (2),Director_32,"Actor_430, Actor_193, Actor_356, Actor_273, Actor_113",Germany,2019-04-17,2019,TV-14,7 Seasons,Reality,French,6.4,2.17
s231,TV Show,Elite (2),Director_173,"Actor_23, Actor_270",South Korea,2022-10-03,2022,R,6 Seasons,Crime,Korean,6.8,1.44
s232,Movie,Money Heist: Korea (2),Director_225,"Actor_143, Actor_307",Japan,2023-09-05,2023,TV-MA,119 min,Thriller,Korean,8.1,21.71
s233,Movie,All of Us Are Dead (2),Director_216,"Actor_281, Actor_486, Actor_49, Actor_81, Actor_85",India,2019-07-20,2019,TV-MA,62 min,Crime,Korean,6.5,43.22
s234,TV Show,Hellbound (2),Director_159,"Actor_98, Actor_432, Actor_202, Actor_179",United States,2021-05-26,2021,TV-14,4 Seasons,Thriller,English,5.0,6.72
s235,Movie,Kingdom (2),Director_287,"Actor_364, Actor_198, Actor_299, Actor_111",Japan,2021-03-05,2021,TV-MA,130 min,Reality,English,5.5,0.51
s236,TV Show,Sweet Home (2),Director_276,"Actor_444, Actor_85, Actor_40",United States,2022-06-19,2022,TV-MA,2 Seasons,Romance,Korean,6.3,0.18
s237,Movie,Hospital Playlist (2),Director_139,"Actor_121, Actor_41, Actor_370, Actor_30, Actor_16",Norway,2022-09-27,2022,TV-MA,124 min,Reality,English,7.6,0.63
s238,Movie,Reply 1988 (2),Director_110,"Actor_11, Actor_300",Spain,2023-03-25,2023,R,155 min,Crime,English,7.4,3.5
s239,TV Show,Signal (2),Director_125,"Actor_219, Actor_459, Actor_303, Actor_177, Actor_418",Spain,2019-04-23,2019,TV-MA,7 Seasons,Sci-Fi,English,6.9,0.6
s240,TV Show,My Mister (2),Director_82,"Actor_405, Actor_82, Actor_79, Actor_391, Actor_466",United States,2019-04-23,2019,TV-14,6 Seasons,Drama,French,6.4,1.52
s241,TV Show,Crash Landing on You (2),Director_111,"Actor_423, Actor_496, Actor_155",Norway,2023-12-01,2023,TV-MA,6 Seasons,Reality,English,8.5,1.89
s242,TV Show,Lupin Part 2 (2),Director_220,"Actor_369, Actor_301",Spain,2018-06-21,2018,TV-MA,2 Seasons,Horror,Portuguese,6.1,1.92
s243,TV Show,Call My Agent (2),Director_29,"Actor_59, Actor_288, Actor_175, Actor_470",Norway,2018-08-24,2018,TV-14,2 Seasons,Action,Norwegian,6.5,0.48
s244,TV Show,The Bureau (2),Director_137,"Actor_351, Actor_319, Actor_39, Actor_316, Actor_297",United States,2017-04-18,2017,R,2 Seasons,Action,English,6.9,5.18
s245,TV Show,Marseille (2),Director_183,"Actor_256, Actor_210",South Korea,2021-11-06,2021,R,6 Seasons,Crime,English,5.7,1.74
s246,TV Show,Plan Coeur (2),Director_58,"Actor_201, Actor_399, Actor_160",Spain,2021-07-24,2021,TV-MA,3 Seasons,Sci-Fi,French,4.9,0.77
s247,Movie,Mortel (2),Director_263,"Actor_451, Actor_108, Actor_445, Actor_316",Brazil,2023-03-17,2023,TV-MA,117 min,Action,English,7.3,8.66
s248,Movie,Laetitia (2),Director_90,"Actor_384, Actor_464",United States,2022-04-25,2022,PG-13,87 min,Action,Spanish,6.1,0.14
s249,Movie,Into the Night (2),Director_104,"Actor_2, Actor_318, Actor_336, Actor_324, Actor_304",United Kingdom,2023-05-11,2023,R,114 min,Romance,Turkish,4.6,1.04
s250,TV Show,Dix Pour Cent (2),Director_288,"Actor_456, Actor_41, Actor_173",United States,2019-08-05,2019,G,4 Seasons,Drama,French,6.7,0.37
s251,TV Show,Barbarians (2),Director_182,"Actor_218, Actor_134, Actor_216",Brazil,2020-09-14,2020,PG,3 Seasons,Thriller,Korean,6.1,0.74
s252,Movie,How to Sell Drugs Online (2),Director_258,"Actor_330, Actor_348, Actor_305, Actor_341",South Korea,2019-08-15,2019,TV-MA,126 min,Documentary,English,7.5,2.88
s253,TV Show,Biohackers (2),Director_197,"Actor_258, Actor_433, Actor_227, Actor_280, Actor_7",United Kingdom,2023-06-06,2023,TV-14,4 Seasons,Horror,English,6.2,1.88
s254,TV Show,Dark Desire (2),Director_285,"Actor_105, Actor_325, Actor_66, Actor_300, Actor_437",Australia,2021-05-07,2021,TV-MA,3 Seasons,Drama,German,7.3,2.83
s255,TV Show,Who Killed Sara (2),Director_117,"Actor_31, Actor_78, Actor_234",Canada,2018-11-28,2018,TV-MA,4 Seasons,Romance,German,7.9,351.3
s256,Movie,Control Z (2),Director_17,"Actor_469, Actor_90",United States,2021-03-19,2021,TV-14,103 min,Sci-Fi,English,7.7,4.65
s257,TV Show,Club de Cuervos (2),Director_151,"Actor_150, Actor_128, Actor_141, Actor_320",Spain,2022-12-19,2022,PG-13,5 Seasons,Fantasy,Korean,6.0,0.67
s258,TV Show,Selena: The Series (2),Director_151,"Actor_373, Actor_396, Actor_254, Actor_467",Australia,2022-05-12,2022,PG,3 Seasons,Animation,English,5.8,0.75
s259,Movie,The House of Flowers (2),Director_99,"Actor_391, Actor_274, Actor_464",South Korea,2020-08-28,2020,TV-14,104 min,Sci-Fi,English,6.3,2.51
s260,Movie,Monarca (2),Director_246,"Actor_338, Actor_185, Actor_406, Actor_486, Actor_280",United States,2019-04-25,2019,TV-14,84 min,Reality,English,8.7,1.49
s261,TV Show,Holy Family (2),Director_199,"Actor_112, Actor_341, Actor_417",United States,2015-11-17,2015,R,4 Seasons,Romance,English,5.0,0.21
s262,TV Show,Toy Boy (2),Director_134,"Actor_490, Actor_47, Actor_386",Germany,2023-09-18,2023,G,2 Seasons,Thriller,Spanish,6.8,10.3
s263,TV Show,White Lines (2),Director_39,"Actor_224, Actor_237",United States,2019-10-08,2019,TV-MA,6 Seasons,Thriller,German,7.3,1.9
s264,Movie,Cable Girls (2),Director_145,"Actor_300, Actor_262, Actor_112",Turkey,2017-05-24,2017,TV-14,137 min,Reality,English,8.9,1.26
s265,TV Show,Alta Mar (2),Director_72,"Actor_345, Actor_234",United States,2017-07-12,2017,G,1 Season,Drama,German,6.1,0.34
s266,Movie,Valeria (2),Director_42,"Actor_31, Actor_360",Italy,2020-09-11,2020,TV-14,105 min,Sci-Fi,Korean,7.3,1.8
s267,TV Show,La Casa de las Flores (2),Director_237,"Actor_293, Actor_385, Actor_438, Actor_191, Actor_457",United States,2020-05-17,2020,TV-14,2 Seasons,Fantasy,Korean,7.8,0.18
s268,TV Show,Suburra (2),Director_232,"Actor_462, Actor_176",France,2022-11-24,2022,R,7 Seasons,Action,Spanish,7.3,3.42
s269,TV Show,Baby (2),Director_174,"Actor_256, Actor_160, Actor_470",United States,2020-02-27,2020,PG-13,1 Season,Crime,French,5.2,4.93
s270,TV Show,Zero (2),Director_157,"Actor_451, Actor_129, Actor_210",United States,2022-02-18,2022,R,5 Seasons,Thriller,Korean,5.7,0.79
s271,TV Show,Luna Nera (2),Director_46,"Actor_315, Actor_373, Actor_488, Actor_105, Actor_441",India,2016-05-11,2016,TV-MA,2 Seasons,Documentary,Korean,6.7,0.35
s272,TV Show,Summertime (2),Director_164,"Actor_359, Actor_351",Italy,2017-07-26,2017,TV-MA,6 Seasons,Reality,English,7.2,0.14
s273,TV Show,Club de Cuervos S2 (2),Director_79,"Actor_475, Actor_208, Actor_294, Actor_490",Turkey,2023-02-15,2023,PG-13,7 Seasons,Thriller,English,5.5,0.31
s274,TV Show,The Protector (2),Director_218,"Actor_232, Actor_137, Actor_29, Actor_413",South Korea,2020-01-09,2020,TV-14,2 Seasons,Comedy,Spanish,8.1,0.42
s275,TV Show,Atiye (2),Director_288,"Actor_149, Actor_180, Actor_125",Australia,2019-01-21,2019,R,6 Seasons,Crime,Turkish,7.1,5.22
s276,Movie,Fatma (2),Director_27,"Actor_65, Actor_64, Actor_378, Actor_139",Canada,2016-07-05,2016,TV-14,147 min,Crime,English,8.8,0.58
s277,Movie,Ethos (2),Director_285,"Actor_231, Actor_218, Actor_497",United States,2022-03-18,2022,TV-MA,125 min,Animation,Turkish,7.0,2.52
s278,TV Show,Sisi (2),Director_218,"Actor_171, Actor_5, Actor_246, Actor_168, Actor_90",United States,2020-08-09,2020,R,1 Season,Action,Turkish,7.5,5.73
s279,Movie,Barbarians S2 (2),Director_143,"Actor_10, Actor_100",Norway,2022-04-09,2022,G,110 min,Sci-Fi,Turkish,7.3,0.4
s280,TV Show,Quicksand (2),Director_83,"Actor_373, Actor_377, Actor_62, Actor_284",Brazil,2020-12-09,2020,PG,3 Seasons,Action,English,7.0,2.78
s281,Movie,Lilyhammer (2),Director_208,"Actor_482, Actor_484, Actor_229",United States,2023-09-11,2023,TV-14,112 min,Horror,French,7.7,0.64
s282,Movie,Norsemen (2),Director_159,"Actor_218, Actor_463, Actor_63",United States,2021-05-14,2021,R,109 min,Animation,English,6.2,11.79
s283,TV Show,Home for Christmas (2),Director_126,"Actor_74, Actor_198, Actor_69, Actor_168, Actor_155",United Kingdom,2020-11-11,2020,PG-13,7 Seasons,Action,Japanese,6.9,7.25
s284,TV Show,Ragnarok (2),Director_27,"Actor_51, Actor_149, Actor_133",United States,2023-10-11,2023,G,3 Seasons,Thriller,English,5.0,3.0
s285,Movie,Beforeigners (2),Director_106,"Actor_70, Actor_100, Actor_367",Spain,2022-12-17,2022,PG,85 min,Thriller,French,7.8,3.21
s286,Movie,Stranger Things (3),Director_16,"Actor_410, Actor_141, Actor_209",United States,2022-01-14,2022,TV-MA,118 min,Crime,Hindi,6.1,0.79
s287,TV Show,Ozark (3),Director_72,"Actor_172, Actor_406, Actor_70",Brazil,2021-03-14,2021,TV-MA,6 Seasons,Animation,English,6.9,0.8
s288,TV Show,The Crown (3),Director_150,"Actor_117, Actor_268, Actor_243, Actor_314",Norway,2020-03-27,2020,TV-14,7 Seasons,Sci-Fi,English,6.7,1.05
s289,Movie,Bridgerton (3),Director_74,"Actor_259, Actor_316, Actor_235, Actor_267",United States,2020-04-01,2020,PG-13,136 min,Drama,Japanese,7.9,0.05
s290,Movie,Squid Game (3),Director_14,"Actor_490, Actor_178, Actor_425, Actor_27",Japan,2022-11-11,2022,TV-MA,126 min,Romance,English,7.8,2.71
s291,Movie,Money Heist (3),Director_36,"Actor_272, Actor_324, Actor_382, Actor_124",South Korea,2021-07-20,2021,G,93 min,Horror,Korean,6.0,9.34
s292,TV Show,Dark (3),Director_242,"Actor_323, Actor_212, Actor_452, Actor_283",South Korea,2019-06-25,2019,PG,2 Seasons,Thriller,English,7.3,1.6
s293,Movie,Lupin (3),Director_285,"Actor_405, Actor_7, Actor_464, Actor_217",Canada,2022-03-16,2022,R,131 min,Horror,Italian,5.5,5.76
s294,TV Show,Emily in Paris (3),Director_50,"Actor_397, Actor_464",Spain,2015-02-19,2015,PG-13,4 Seasons,Romance,Norwegian,8.8,0.69
s295,TV Show,Narcos (3),Director_159,"Actor_159, Actor_255, Actor_73, Actor_97",Spain,2017-11-28,2017,TV-14,4 Seasons,Crime,English,6.3,2.21
s296,Movie,Mindhunter (3),Director_79,"Actor_59, Actor_427, Actor_84, Actor_178, Actor_314",Canada,2016-11-22,2016,TV-MA,129 min,Crime,English,5.0,1.26
s297,Movie,Witcher (3),Director_73,"Actor_194, Actor_248, Actor_147",India,2020-04-28,2020,G,102 min,Documentary,Japanese,7.3,6.92
s298,TV Show,Cobra Kai (3),Director_17,"Actor_268, Actor_51, Actor_64",South Korea,2021-02-12,2021,TV-14,5 Seasons,Horror,Spanish,6.4,4.53
s299,Movie,Sex Education (3),Director_101,"Actor_274, Actor_252",United States,2019-09-12,2019,PG-13,134 min,Horror,Spanish,7.4,6.18
s300,Movie,You (3),Director_12,"Actor_461, Actor_180, Actor_204, Actor_259, Actor_341",India,2018-02-20,2018,G,127 min,Documentary,Korean,6.0,6.77
s301,TV Show,Tiger King (3),Director_7,"Actor_405, Actor_406",South Korea,2019-06-14,2019,TV-MA,3 Seasons,Reality,Korean,6.6,1.63
s302,TV Show,Making a Murderer (3),Director_98,"Actor_385, Actor_337, Actor_227, Actor_105",United States,2023-02-28,2023,PG-13,2 Seasons,Fantasy,Hindi,7.7,13.98
s303,Movie,Conversations with a Killer (3),Director_77,"Actor_43, Actor_199",Spain,2022-12-19,2022,TV-MA,111 min,Comedy,Hindi,7.4,0.86
s304,Movie,Our Planet (3),Director_164,"Actor_289, Actor_292, Actor_10, Actor_220",United Kingdom,2019-12-04,2019,TV-MA,111 min,Fantasy,Spanish,5.3,7.02
s305,Movie,Blue Planet II (3),Director_243,"Actor_148, Actor_456, Actor_36, Actor_239, Actor_201",United States,2022-01-07,2022,R,87 min,Drama,English,8.4,1.19
s306,TV Show,Abstract (3),Director_32,"Actor_328, Actor_176",South Korea,2016-04-25,2016,PG,3 Seasons,Drama,German,8.0,12.02
s307,Movie,Chef's Table (3),Director_72,"Actor_215, Actor_427, Actor_324",United Kingdom,2021-05-15,2021,TV-MA,95 min,Romance,Japanese,7.5,22.19
s308,Movie,Formula 1: Drive to Survive (3),Director_208,"Actor_61, Actor_260, Actor_352, Actor_184, Actor_412",United States,2017-03-06,2017,TV-MA,139 min,Animation,French,7.2,0.35
s309,TV Show,Last Chance U (3),Director_261,"Actor_232, Actor_341, Actor_168, Actor_34, Actor_140",Japan,2019-10-17,2019,TV-14,4 Seasons,Comedy,English,3.8,4.81
s310,TV Show,American Factory (3),Director_250,"Actor_209, Actor_247, Actor_71, Actor_34, Actor_35",United States,2019-10-07,2019,TV-MA,3 Seasons,Reality,German,8.3,0.77
s311,TV Show,Icarus (3),Director_129,"Actor_122, Actor_74, Actor_315",Japan,2020-04-11,2020,TV-MA,4 Seasons,Horror,Spanish,6.7,2.89
s312,TV Show,My Octopus Teacher (3),Director_38,"Actor_248, Actor_135, Actor_336, Actor_440, Actor_291",South Korea,2021-10-11,2021,TV-MA,1 Season,Thriller,Turkish,5.6,1.93
s313,TV Show,The Tinder Swindler (3),Director_24,"Actor_144, Actor_189, Actor_269",Germany,2018-03-01,2018,R,4 Seasons,Drama,Korean,6.0,0.2
s314,TV Show,Bird Box (3),Director_277,"Actor_481, Actor_121",Japan,2022-02-22,2022,TV-MA,6 Seasons,Thriller,English,7.6,18.15
